1,283.448275862069
9.744,282.996
9.24,274.092
5.124,272.412
1,273.831737704918
1,141.076896551724
9.744,140.7
9.324,131.124
5.124,129.528
1,130.812524590164
1,202.305152542373
9.912,201.852
9.408,192.444
5.124,190.848
1,192.200131147541
1,896.473176470588
9.996,895.944
9.576,888.468
5.124,886.284
1,888.10937704918
1,602.986
10.08,602.532
9.66,592.788
5.124,591.108
1,592.527737704918
1,472.366819672131
10.248,471.912
9.996,466.956
5.124,463.344
1,466.183475409836
1,1102.055
10.08,1101.828
9.912,1093.932
5.124,1091.748
1,1093.57337704918
1,502.690819672131
10.248,502.236
9.996,497.616
5.124,493.752
1,496.794295081967
1,366.88720661157
10.164,366.66
9.912,356.916
5.124,355.152
1,356.571737704918
1,148.264196721311
5.124,150.36
10.08,147.672
1,742.787409836065
10.248,742.56
10.08,734.916
5.124,732.564
1,734.456983606557
1,291.267016393442
5.124,293.16
10.164,290.808
1,209.584196721311
5.124,211.68
10.248,209.076
1,1110.97383606557
5.124,1112.664
10.332,1110.564
1,373.93737704918
5.124,376.236
10.332,373.38
1,751.873836065574
5.124,753.564
10.416,751.464
1,609.89337704918
5.124,612.192
10.416,609.336
1,905.577442622951
5.124,907.2
10.584,905.1
1,508.114098360656
5.124,511.224
10.5,507.444
1,477.503278688524
5.124,480.816
10.5,476.784
19.488,282.492
19.068,273.84
15.372,272.076
19.488,140.28
19.068,130.872
15.372,129.276
19.74,201.432
19.32,192.276
15.372,190.596
15.372,150.108
19.824,147.588
15.372,292.824
19.908,290.556
19.992,895.272
19.572,888.216
15.372,885.948
15.372,211.428
20.16,208.908
20.244,602.112
19.824,592.62
15.372,590.856
20.16,1101.576
19.992,1093.848
15.372,1091.58
20.328,366.408
20.076,356.748
15.372,354.984
20.412,471.408
20.244,466.788
15.372,463.008
20.496,501.816
20.244,497.532
15.372,493.416
15.372,906.864
20.58,904.848
15.372,1112.496
20.412,1110.48
20.412,742.392
20.244,734.832
15.372,732.48
15.372,376.068
20.496,373.296
15.372,611.856
20.496,609.168
15.372,753.396
20.58,751.38
15.372,510.888
20.748,507.276
15.372,480.48
20.664,476.616
29.232,281.904
28.812,273.504
25.62,271.824
29.232,139.86
28.896,130.62
25.62,129.108
25.62,149.772
29.568,147.42
29.652,200.928
29.232,192.024
25.62,190.344
25.62,292.488
29.736,290.388
29.988,894.684
29.568,887.964
25.62,885.528
25.62,211.092
29.988,208.74
30.24,1101.24
30.072,1093.764
25.62,1091.412
30.324,601.608
29.904,592.368
25.62,590.604
25.62,906.444
30.66,904.596
30.492,366.072
30.24,356.664
25.62,354.9
25.62,1112.328
30.492,1110.312
30.66,470.904
30.408,466.704
25.62,462.588
25.62,611.604
30.66,609
30.66,501.396
30.492,497.448
25.62,492.996
30.66,742.14
30.492,734.748
25.62,732.312
25.62,375.9
30.66,373.212
25.62,753.312
30.828,751.296
25.62,480.06
30.912,476.532
25.62,510.552
30.912,507.192
38.976,281.4
38.556,273.168
35.868,271.572
39.06,139.44
38.64,130.368
35.868,128.94
35.868,149.436
39.396,147.336
35.868,292.152
39.48,290.22
39.48,200.424
39.06,191.772
35.868,190.092
35.868,210.756
39.9,208.572
39.984,894.096
39.648,887.712
35.868,885.192
40.32,1100.988
40.152,1093.596
35.868,1091.244
33.684,905.436
40.236,897.624
40.404,601.188
39.984,592.2
35.868,590.352
35.868,1112.16
40.572,1110.228
40.572,365.82
40.404,356.496
35.868,354.732
35.868,611.352
40.74,608.832
40.908,470.4
40.656,466.704
35.868,462.168
35.868,375.732
40.824,373.128
40.908,500.892
40.74,497.448
35.868,492.576
40.824,741.972
40.656,734.664
35.868,732.228
35.868,753.228
40.992,751.212
35.868,479.724
41.16,476.364
35.868,510.3
41.16,507.024
48.72,280.896
48.3,272.832
46.2,271.404
48.804,139.02
48.384,130.032
46.2,128.772
46.2,149.1
49.14,147.252
46.2,291.732
49.224,290.052
49.392,200.004
48.972,191.436
46.2,189.84
46.2,210.42
49.812,208.404
49.98,893.424
49.644,887.46
46.2,884.772
46.2,902.16
50.316,897.624
50.4,1100.736
50.232,1093.512
46.2,1091.16
50.568,600.684
50.148,591.948
46.2,590.1
46.2,1111.992
50.652,1110.144
50.736,365.568
50.484,356.412
46.2,354.564
46.2,611.016
50.904,608.58
46.2,375.564
50.904,373.044
51.072,469.896
50.568,459.732
48.888,459.144
51.072,741.804
50.904,734.58
46.2,732.06
51.156,500.472
50.736,490.392
48.636,489.72
46.2,753.06
51.24,751.128
46.2,479.388
51.408,476.196
46.2,509.964
51.408,506.856
58.464,280.392
58.044,272.496
56.448,271.236
58.548,138.6
58.128,129.78
56.448,128.604
56.448,291.396
58.968,289.884
56.448,148.764
58.884,147.168
59.304,199.5
58.884,191.184
56.448,189.672
56.448,210.084
59.724,208.236
60.06,892.836
59.64,887.292
56.448,884.436
56.448,901.572
60.312,897.54
60.48,1100.484
60.312,1093.344
56.448,1090.992
60.648,600.264
60.228,591.78
56.448,589.848
56.448,1111.824
60.732,1109.976
56.448,610.764
60.984,608.412
60.9,365.316
60.648,356.328
56.448,354.48
56.448,375.396
61.068,372.96
61.32,469.392
60.816,459.564
56.448,457.884
61.236,741.552
61.068,734.496
56.448,731.976
61.404,499.968
60.984,490.224
56.448,488.544
56.448,752.976
61.404,751.044
56.448,479.052
61.656,476.028
56.448,509.628
61.656,506.772
68.208,279.804
67.788,272.076
66.696,271.068
68.292,138.18
67.872,129.36
66.696,128.52
66.696,290.976
68.796,289.716
66.696,148.428
68.712,147.084
69.132,198.996
68.712,190.848
66.696,189.42
66.696,209.748
69.552,208.068
70.056,892.248
69.72,887.04
66.696,884.016
66.696,900.984
70.308,897.456
70.56,1100.148
70.392,1093.26
